ID1	DataType	ExptNumber	MouseID	strainName	sex	Date	birthDate	ExptDoneBy	Age(wks)	BodyWeight	DrugBottleStartWeight	WaterBottleStartWeight	DrugBottleEndWeight	WaterBottleEndWeight	MeasureDays	d7	d8	d9	d10	d11	d12	d13	Drug	DrugDose	DoseUnits	d14	d15	d16	d17	d18	d19	d20	d21	d22	d23	d24	d25	mg/kg formula check	MouseIDDateMaster	MouseIDDateMDTStatic	MouseIDDateQC	coatColor	origin	Group	nickname	SucrosePreference	OralMethPreference	DrugVolConsumed	WaterVolConsumed	DrugPreferenceScore	DrugMassConsumed	TestNumber
16353	Oral methamphetamine	SUC0034	018573	C57BL/6J	F	2023-03-22T00:00:00Z	12/6/2022 0:00:00	Marina	15.14	20.9	84.2	80.2	82.4	73.4	2							Day 5- Day 7	Methamphetamine drinking	10	mg_L	""	""											331965.56	018573_3/22/2023	018573_3/22/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	1.8	6.8	0.209302325581395	0.000430622009569377	4
16369	Oral methamphetamine	SUC0034	018573	C57BL/6J	F	2023-03-24T00:00:00Z	12/6/2022 0:00:00	Marina	15.42	20.9	82.4	73.4	84.9	64.5	3							Day 7- Day 10	Both Water Bottles		""	""	""											334725.37	018573_3/24/2023	018573_3/24/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	-2.5	8.90000000000001	-0.390625		5
16385	Oral methamphetamine	SUC0034	018573	C57BL/6J	F	2023-03-27T00:00:00Z	12/6/2022 0:00:00	Marina	15.85	19.7	84.9	80.6	83.2	74.8	2							Day 10- Day 12	Methamphetamine drinking	20	mg_L	""	""											358562.4	018573_3/27/2023	018573_3/27/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	1.7	5.80000000000001	0.226666666666667	0.00086294416243655	6
16401	Oral methamphetamine	SUC0034	018573	C57BL/6J	F	2023-03-29T00:00:00Z	12/6/2022 0:00:00	Marina	16.14	19.8	83.2	73.3	81.2	64.8	2							Day 12- Day 14	Methamphetamine drinking	20	mg_L	""	""											341204.02	018573_3/29/2023	018573_3/29/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2	8.5	0.19047619047619	0.00101010101010101	7
16417	Oral methamphetamine	SUC0034	018573	C57BL/6J	F	2023-03-31T00:00:00Z	12/6/2022 0:00:00	Marina	16.42	19.9	81.2	64.8	84.8	56.4	3							Day 14- Day 17	Both Water Bottles		""	""	""											346018.08	018573_3/31/2023	018573_3/31/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	-3.59999999999999	8.4	-0.749999999999998		8
16433	Oral methamphetamine	SUC0034	018573	C57BL/6J	F	2023-04-03T00:00:00Z	12/6/2022 0:00:00	Marina	16.85	18.9	84.8	86.6	82.9	80.7	2							Day 17- Day 19	Methamphetamine drinking	40	mg_L	""	""											371953.46	018573_4/3/2023	018573_4/3/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	1.89999999999999	5.90000000000001	0.243589743589743	0.002010582010582	9
16449	Oral methamphetamine	SUC0034	018573	C57BL/6J	F	2023-04-05T00:00:00Z	12/6/2022 0:00:00	Marina	17.14	19.3	82.9	79.2	80.6	73	2							Day 19- Day 21	Methamphetamine drinking	40	mg_L	""	""											346204.17	018573_4/5/2023	018573_4/5/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.3	6.2	0.270588235294117	0.00238341968911917	10
16465	Oral methamphetamine	SUC0034	018573	C57BL/6J	F	2023-04-07T00:00:00Z	12/6/2022 0:00:00	Marina	17.42	18.7	80.6	73	83.9	63.5	3							Day 21- Day 24	Both Water Bottles		""	""	""											361622.43	018573_4/7/2023	018573_4/7/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	-3.3	9.5	-0.532258064516128		11
16481	Oral methamphetamine	SUC0034	018573	C57BL/6J	F	2023-04-10T00:00:00Z	12/6/2022 0:00:00	Marina	17.85	18.7	83.9	63.5	81.6	52.8	2							Day 24- Day 26	Methamphetamine drinking	80	mg_L	""	""											366109.08	018573_4/10/2023	018573_4/10/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.3	10.7	0.176923076923077	0.00491978609625668	12
16497	Oral methamphetamine	SUC0034	018573	C57BL/6J	F	2023-04-12T00:00:00Z	12/6/2022 0:00:00	Marina	18.14	19.3	81.7	82.9	79	77	2							Day 26- Day 28	Methamphetamine drinking	80	mg_L	""	""											334419.69	018573_4/12/2023	018573_4/12/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.7	5.90000000000001	0.313953488372093	0.0055958549222798	13
16303	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-03-17T00:00:00Z	12/6/2022 0:00:00	Marina	14.42	21.3	83.7	78.2	75.8	76.7	2							Day 1- Day 3	Methamphetamine drinking	10	mg_L	""	""											297861.98	018574_3/17/2023	018574_3/17/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	7.90000000000001	1.5	0.840425531914894	0.00185446009389672	1
16319	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-03-20T00:00:00Z	12/6/2022 0:00:00	Marina	14.85	21.2	75.8	76.7	72.3	75.9	1							Day 3- Day 4	Methamphetamine drinking	10	mg_L	""	""											258506.61	018574_3/20/2023	018574_3/20/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	3.5	0.799999999999997	0.813953488372094	0.00165094339622642	2
16335	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-03-21T00:00:00Z	12/6/2022 0:00:00	Marina	15	20.5	72.3	75	68.6	74	1							Day 4- Day 5	Methamphetamine drinking	10	mg_L	""	""											241940.5	018574_3/21/2023	018574_3/21/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	3.69999999999999	1	0.787234042553191	0.00180487804878048	3
16351	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-03-22T00:00:00Z	12/6/2022 0:00:00	Marina	15.14	22.6	68.6	73.4	59.9	72	2							Day 5- Day 7	Methamphetamine drinking	10	mg_L	""	""											181820.35	018574_3/22/2023	018574_3/22/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	8.70000000000001	1.40000000000001	0.861386138613861	0.00192477876106195	4
16367	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-03-24T00:00:00Z	12/6/2022 0:00:00	Marina	15.42	22.1	59.9	72	84.6	65.4	3							Day 7- Day 10	Both Water Bottles		""	""	""											229300.45	018574_3/24/2023	018574_3/24/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	-24.7	6.59999999999999	1.3646408839779		5
16383	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-03-27T00:00:00Z	12/6/2022 0:00:00	Marina	15.85	20.6	84.6	87.7	82.1	84.4	2							Day 10- Day 12	Methamphetamine drinking	20	mg_L	""	""											337167.93	018574_3/27/2023	018574_3/27/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.5	3.3	0.431034482758621	0.00121359223300971	6
16399	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-03-29T00:00:00Z	12/6/2022 0:00:00	Marina	16.14	21.7	82.1	83.7	79.7	77	2							Day 12- Day 14	Methamphetamine drinking	20	mg_L	""	""											301537.76	018574_3/29/2023	018574_3/29/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.40000000000001	6.7	0.263736263736264	0.00110599078341014	7
16415	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-03-31T00:00:00Z	12/6/2022 0:00:00	Marina	16.42	21.2	79.7	77	83.4	69.3	3							Day 14- Day 17	Both Water Bottles		""	""	""											313536.78	018574_3/31/2023	018574_3/31/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	-3.7	7.7	-0.925000000000001		8
16431	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-04-03T00:00:00Z	12/6/2022 0:00:00	Marina	16.85	21.3	83.4	69.3	81.8	63.1	2							Day 17- Day 19	Methamphetamine drinking	40	mg_L	""	""											320287.36	018574_4/3/2023	018574_4/3/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	1.60000000000001	6.2	0.205128205128206	0.00150234741784038	9
16447	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-04-05T00:00:00Z	12/6/2022 0:00:00	Marina	17.14	22.4	81.8	84.2	79.7	78.5	2							Day 19- Day 21	Methamphetamine drinking	40	mg_L	""	""											291047.32	018574_4/5/2023	018574_4/5/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.09999999999999	5.7	0.269230769230769	0.00187499999999999	10
16463	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-04-07T00:00:00Z	12/6/2022 0:00:00	Marina	17.42	22.3	79.7	78.5	82.8	69.1	3							Day 21- Day 24	Both Water Bottles		""	""	""											295926.47	018574_4/7/2023	018574_4/7/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	-3.09999999999999	9.39999999999999	-0.492063492063491		11
16479	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-04-10T00:00:00Z	12/6/2022 0:00:00	Marina	17.85	22.3	82.8	69.1	80.3	62.5	2							Day 24- Day 26	Methamphetamine drinking	80	mg_L	""	""											298154.28	018574_4/10/2023	018574_4/10/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.5	6.60000000000001	0.274725274725274	0.00448430493273543	12
16495	Oral methamphetamine	SUC0034	018574	C57BL/6J	F	2023-04-12T00:00:00Z	12/6/2022 0:00:00	Marina	18.14	22.3	80.3	80.4	77.9	74	2							Day 26- Day 28	Methamphetamine drinking	80	mg_L	""	""											280509.88	018574_4/12/2023	018574_4/12/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.39999999999999	6.40000000000001	0.272727272727272	0.00430493273542599	13
16316	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-03-17T00:00:00Z	12/6/2022 0:00:00	Marina	14.42	22.8	83.7	75.3	76.4	70.8	2							Day 1- Day 3	Methamphetamine drinking	10	mg_L	""	""											280468.41	018575_3/17/2023	018575_3/17/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	7.3	4.5	0.61864406779661	0.00160087719298246	1
16332	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-03-20T00:00:00Z	12/6/2022 0:00:00	Marina	14.85	23.7	76.4	70.8	75.1	66.9	1							Day 3- Day 4	Methamphetamine drinking	10	mg_L	""	""											242094.51	018575_3/20/2023	018575_3/20/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	1.3	3.89999999999999	0.25	0.000548523206751054	2
16348	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-03-21T00:00:00Z	12/6/2022 0:00:00	Marina	15	23.7	75.2	85.4	73.4	82.1	1							Day 4- Day 5	Methamphetamine drinking	10	mg_L	""	""											232897.86	018575_3/21/2023	018575_3/21/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	1.8	3.3	0.352941176470588	0.000759493670886075	3
16364	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-03-22T00:00:00Z	12/6/2022 0:00:00	Marina	15.14	23.3	73.4	81	69.6	73.9	2							Day 5- Day 7	Methamphetamine drinking	10	mg_L	""	""											219254.94	018575_3/22/2023	018575_3/22/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	3.8	7.09999999999999	0.348623853211009	0.000815450643776823	4
16380	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-03-24T00:00:00Z	12/6/2022 0:00:00	Marina	15.42	23.7	69.6	73.9	93.5	62.7	3							Day 7- Day 10	Both Water Bottles		""	""	""											274582.27	018575_3/24/2023	018575_3/24/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	-23.9	11.2	1.88188976377953		5
16396	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-03-27T00:00:00Z	12/6/2022 0:00:00	Marina	15.85	23.1	93.5	83.1	82	76.7	2							Day 10- Day 12	Methamphetamine drinking	20	mg_L	""	""											331904.75	018575_3/27/2023	018575_3/27/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	11.5	6.40000000000001	0.642458100558659	0.00497835497835498	6
16412	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-03-29T00:00:00Z	12/6/2022 0:00:00	Marina	16.14	24	82	75.4	78.1	65.7	2							Day 12- Day 14	Methamphetamine drinking	20	mg_L	""	""											266841.65	018575_3/29/2023	018575_3/29/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	3.89999999999999	9.7	0.286764705882352	0.001625	7
16428	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-03-31T00:00:00Z	12/6/2022 0:00:00	Marina	16.42	23.5	78.1	65.7	86.1	57.2	3							Day 14- Day 17	Both Water Bottles		""	""	""											286145.09	018575_3/31/2023	018575_3/31/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	-8	8.5	-16		8
16444	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-04-03T00:00:00Z	12/6/2022 0:00:00	Marina	16.85	23.1	86.1	86.5	85.4	79.6	2							Day 17- Day 19	Methamphetamine drinking	40	mg_L	""	""											318309.08	018575_4/3/2023	018575_4/3/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	0.700000000000003	6.89999999999999	0.0921052631578952	0.000606060606060609	9
16460	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-04-05T00:00:00Z	12/6/2022 0:00:00	Marina	17.14	24.4	85.5	78.9	83.3	71.7	2							Day 19- Day 21	Methamphetamine drinking	40	mg_L	""	""											291891.41	018575_4/5/2023	018575_4/5/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.2	7.2	0.23404255319149	0.00180327868852459	10
16476	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-04-07T00:00:00Z	12/6/2022 0:00:00	Marina	17.42	23.5	83.3	71.7	83.2	59.4	3							Day 21- Day 24	Both Water Bottles		""	""	""											294917.44	018575_4/7/2023	018575_4/7/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	0.0999999999999943	12.3	0.0080645161290318		11
16492	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-04-10T00:00:00Z	12/6/2022 0:00:00	Marina	17.85	23.5	83.2	84.6	80.3	78.3	2							Day 24- Day 26	Methamphetamine drinking	80	mg_L	""	""											284296.16	018575_4/10/2023	018575_4/10/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.90000000000001	6.30000000000001	0.315217391304348	0.00493617021276597	12
16508	Oral methamphetamine	SUC0034	018575	C57BL/6J	F	2023-04-12T00:00:00Z	12/6/2022 0:00:00	Marina	18.14	24.4	80.4	77.6	78.2	70.5	2							Day 26- Day 28	Methamphetamine drinking	80	mg_L	""	""											257675.4	018575_4/12/2023	018575_4/12/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.2	7.10000000000001	0.236559139784946	0.00360655737704919	13
16313	Oral methamphetamine	SUC0034	018576	C57BL/6J	F	2023-03-17T00:00:00Z	12/6/2022 0:00:00	Marina	14.42	23.3	82.2	72.4	80.8	62.3	2							Day 1- Day 3	Methamphetamine drinking	10	mg_L	""	""											285054.07	018576_3/17/2023	018576_3/17/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	1.40000000000001	10.1	0.121739130434783	0.000300429184549357	1
16329	Oral methamphetamine	SUC0034	018576	C57BL/6J	F	2023-03-20T00:00:00Z	12/6/2022 0:00:00	Marina	14.85	23.4	80.8	62.3	79.4	57	1							Day 3- Day 4	Methamphetamine drinking	10	mg_L	""	""											274167.54	018576_3/20/2023	018576_3/20/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	1.39999999999999	5.3	0.208955223880596	0.000598290598290595	2
16345	Oral methamphetamine	SUC0034	018576	C57BL/6J	F	2023-03-21T00:00:00Z	12/6/2022 0:00:00	Marina	15	23.1	79.5	88.4	77.9	85.1	1							Day 4- Day 5	Methamphetamine drinking	10	mg_L	""	""											268097.41	018576_3/21/2023	018576_3/21/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	1.59999999999999	3.3	0.326530612244897	0.00069264069264069	3
16361	Oral methamphetamine	SUC0034	018576	C57BL/6J	F	2023-03-22T00:00:00Z	12/6/2022 0:00:00	Marina	15.14	23.9	77.9	84.6	73.1	78.7	2							Day 5- Day 7	Methamphetamine drinking	10	mg_L	""	""											238263.19	018576_3/22/2023	018576_3/22/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	4.8	5.90000000000001	0.448598130841121	0.00100418410041841	4
16377	Oral methamphetamine	SUC0034	018576	C57BL/6J	F	2023-03-24T00:00:00Z	12/6/2022 0:00:00	Marina	15.42	23.6	73.1	78.7	81.5	66.4	3							Day 7- Day 10	Both Water Bottles		""	""	""											252442.78	018576_3/24/2023	018576_3/24/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	-8.39999999999999	12.3	-2.15384615384615		5
16393	Oral methamphetamine	SUC0034	018576	C57BL/6J	F	2023-03-27T00:00:00Z	12/6/2022 0:00:00	Marina	15.85	24.3	81.5	82.4	78.5	74.5	2							Day 10- Day 12	Methamphetamine drinking	20	mg_L	""	""											263281.9	018576_3/27/2023	018576_3/27/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	3	7.90000000000001	0.275229357798165	0.00123456790123457	6
16409	Oral methamphetamine	SUC0034	018576	C57BL/6J	F	2023-03-29T00:00:00Z	12/6/2022 0:00:00	Marina	16.14	24.9	78.5	73.5	74.7	62.8	2							Day 12- Day 14	Methamphetamine drinking	20	mg_L	""	""											235499.99	018576_3/29/2023	018576_3/29/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	3.8	10.7	0.262068965517241	0.00152610441767068	7
16425	Oral methamphetamine	SUC0034	018576	C57BL/6J	F	2023-03-31T00:00:00Z	12/6/2022 0:00:00	Marina	16.42	25.1	74.7	62.8	84.4	51.4	3							Day 14- Day 17	Both Water Bottles		""	""	""											251182.45	018576_3/31/2023	018576_3/31/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	-9.7	11.4	-5.70588235294117		8
16441	Oral methamphetamine	SUC0034	018576	C57BL/6J	F	2023-04-03T00:00:00Z	12/6/2022 0:00:00	Marina	16.85	24.1	84.4	84.1	81.5	77.7	2							Day 17- Day 19	Methamphetamine drinking	40	mg_L	""	""											285419.08	018576_4/3/2023	018576_4/3/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	2.90000000000001	6.40000000000001	0.311827956989248	0.00240663900414938	9
16457	Oral methamphetamine	SUC0034	018576	C57BL/6J	F	2023-04-05T00:00:00Z	12/6/2022 0:00:00	Marina	17.14	24.1	81.5	76.5	79.6	67.7	2							Day 19- Day 21	Methamphetamine drinking	40	mg_L	""	""											269186.71	018576_4/5/2023	018576_4/5/2023	yes	""	MP15	B6J	B6J	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	1.89999999999999	8.8	0.177570093457943	0.00157676348547717	10
