ID1	DataType	ExptNumber	MouseID	strainName	sex	Date	birthDate	ExptDoneBy	Age.wks.	BodyWeight	DrugBottleStartWeight	WaterBottleStartWeight	DrugBottleEndWeight	WaterBottleEndWeight	MeasureDays	d7	d8	d9	d10	d11	d12	d13	Drug	DrugDose	DoseUnits	d14	d15	d16	d17	d18	d19	d20	d21	d22	d23	d24	d25	mg.kg.formula.check	MouseIDDateMaster	MouseIDDateMDTStatic	MouseIDDateQC	coatColor	origin	Group	nickname	SucrosePreference	OralMethPreference	DrugVolConsumed	WaterVolConsumed	DrugPreferenceScore	DrugMassConsumed	TestNumber
25775	Sucrose	MDX0835	015707	B6SJL-Tg(5xFAD) NCAR	F	2023-12-05T00:00:00Z	10/18/2022 0:00:00	Tom	59	40.8	81.7	79.7	78.7	70.8	2							Days 7-9	Sucrose 	2	percent	""	""											157592.88	015707_12/5/2023	015707_12/5/2023	yes	""	AX29	5XFAD	5xFAD_NCAR	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3	8.90000000000001	0.252100840336134	7.35294117647059e-05	4
25608	Sucrose	MDX0836	015708	B6SJL-Tg(5xFAD) NCAR	F	2023-11-29T00:00:00Z	10/18/2022 0:00:00	Tom	58.14	23	82.3	85.1	79.2	81.2	2							Days 1-3	Both Drinking Water	0	Percent	""	""											283398.26	015708_11/29/2023	015708_11/29/2023	yes	""	AX29	5XFAD	5xFAD_NCAR	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3.09999999999999	3.89999999999999	0.442857142857143	0	1
25664	Sucrose	MDX0836	015708	B6SJL-Tg(5xFAD) NCAR	F	2023-12-01T00:00:00Z	10/18/2022 0:00:00	Tom	58.42	22.4	83	81.2	79.3	77.9	2							Days 3-5	Sucrose 	0.25	percent	""	""											293834.84	015708_12/1/2023	015708_12/1/2023	yes	""	AX29	5XFAD	5xFAD_NCAR	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	3.7	3.3	0.528571428571429	2.06473214285714e-05	2
25720	Sucrose	MDX0836	015708	B6SJL-Tg(5xFAD) NCAR	F	2023-12-03T00:00:00Z	10/18/2022 0:00:00	Tom	58.71	22.2	84	77.9	75.3	75.2	2							Days 5-7	Sucrose 	0.5	percent	""	""											284918.91	015708_12/3/2023	015708_12/3/2023	yes	""	AX29	5XFAD	5xFAD_NCAR	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	8.7	2.7	0.763157894736842	9.7972972972973e-05	3
25776	Sucrose	MDX0836	015708	B6SJL-Tg(5xFAD) NCAR	F	2023-12-05T00:00:00Z	10/18/2022 0:00:00	Tom	59	22.1	84.4	75.2	77.7	72.7	2							Days 7-9	Sucrose 	2	percent	""	""											296736.64	015708_12/5/2023	015708_12/5/2023	yes	""	AX29	5XFAD	5xFAD_NCAR	SPT4: 2 day water, 2 days each with increasing dose of sucrose (0.25%, 0.5%, 2%) 2-bottle choice	OM4: 4 days 20mg-L,  4 days 40mg-L,  4 days 80mg-L oral methamphetamine	6.7	2.5	0.728260869565218	0.00030316742081448	4
15638	Sucrose	SUC0035	018563	C57BL/6NJ	F	2023-03-03T00:00:00Z	11/23/2022 0:00:00	Marina	14.28	19	83.6	87.6	82.6	87.1	2							Day 1- Day 3	Sucrose Drinking	4	percent	""	""											363439.99	018563_3/3/2023	018563_3/3/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	1	0.5	0.666666666666667	0.000105263157894737	1
15654	Sucrose	SUC0035	018563	C57BL/6NJ	F	2023-03-06T00:00:00Z	11/23/2022 0:00:00	Marina	14.71	14.9	82.8	87.1	74.6	82.3	2							Day 3- Day 5	Sucrose Drinking	0.5	percent	""	""											414555.7	018563_3/6/2023	018563_3/6/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	8.2	4.8	0.630769230769231	0.00013758389261745	2
15670	Sucrose	SUC0035	018563	C57BL/6NJ	F	2023-03-08T00:00:00Z	11/23/2022 0:00:00	Marina	15	20.1	84.1	82.3	73.6	80.9	2							Day 5- Day 7	Sucrose Drinking	1	percent	""	""											307948.24	018563_3/8/2023	018563_3/8/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	10.5	1.39999999999999	0.882352941176471	0.000261194029850746	3
15686	Sucrose	SUC0035	018563	C57BL/6NJ	F	2023-03-10T00:00:00Z	11/23/2022 0:00:00	Marina	15.28	19.9	85.6	80.9	74.5	79.8	2							Day 7- Day 9	Sucrose Drinking	2	percent	""	""											320462.3	018563_3/10/2023	018563_3/10/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	11.1	1.10000000000001	0.90983606557377	0.000557788944723618	4
15702	Sucrose	SUC0035	018563	C57BL/6NJ	F	2023-03-12T00:00:00Z	11/23/2022 0:00:00	Marina	15.57	20.1	84.8	79.8	56.6	78.6	2							Day 9- Day 11	Sucrose Drinking	4	percent	""	""											238790.05	018563_3/12/2023	018563_3/12/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	28.2	1.2	0.959183673469388	0.00280597014925373	5
15718	Sucrose	SUC0035	018563	C57BL/6NJ	F	2023-03-14T00:00:00Z	11/23/2022 0:00:00	Marina	15.85	20.7	82.9	78.6	65.9	76.9	2							Day 11- Day13	Sucrose Drinking	8	percent	""	""											263918.36	018563_3/14/2023	018563_3/14/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	17	1.69999999999999	0.90909090909091	0.00328502415458937	6
15734	Sucrose	SUC0035	018563	C57BL/6NJ	F	2023-03-16T00:00:00Z	11/23/2022 0:00:00	Marina	16.14	20.9	89.9	76.9	78	76	2							Day 13- Day 14	Sucrose Drinking	16	percent	""	""											335511.97	018563_3/16/2023	018563_3/16/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	11.9	0.900000000000006	0.9296875	0.00455502392344498	7
15629	Sucrose	SUC0035	018564	C57BL/6NJ	F	2023-03-03T00:00:00Z	11/23/2022 0:00:00	Marina	14.28	22.6	86.6	86.5	72.4	85.1	2							Day 1- Day 3	Sucrose Drinking	4	percent	""	""											277426.53	018564_3/3/2023	018564_3/3/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	14.2	1.40000000000001	0.91025641025641	0.00125663716814159	1
15645	Sucrose	SUC0035	018564	C57BL/6NJ	F	2023-03-06T00:00:00Z	11/23/2022 0:00:00	Marina	14.71	22.5	85.8	85.1	81.1	81.7	2							Day 3- Day 5	Sucrose Drinking	0.5	percent	""	""											309261.32	018564_3/6/2023	018564_3/6/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	4.7	3.39999999999999	0.580246913580248	5.22222222222223e-05	2
15661	Sucrose	SUC0035	018564	C57BL/6NJ	F	2023-03-08T00:00:00Z	11/23/2022 0:00:00	Marina	15	22.4	82.8	81.7	73.7	80.4	2							Day 5- Day 7	Sucrose Drinking	1	percent	""	""											272426.78	018564_3/8/2023	018564_3/8/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	9.09999999999999	1.3	0.875	0.000203125	3
15677	Sucrose	SUC0035	018564	C57BL/6NJ	F	2023-03-10T00:00:00Z	11/23/2022 0:00:00	Marina	15.28	23.1	84.3	80.4	73.2	79.2	2							Day 7- Day 9	Sucrose Drinking	2	percent	""	""											267132.45	018564_3/10/2023	018564_3/10/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	11.1	1.2	0.902439024390244	0.00048051948051948	4
15693	Sucrose	SUC0035	018564	C57BL/6NJ	F	2023-03-12T00:00:00Z	11/23/2022 0:00:00	Marina	15.57	24.2	84	79.2	62.3	77.8	2							Day 9- Day 11	Sucrose Drinking	4	percent	""	""											216247.91	018564_3/12/2023	018564_3/12/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	21.7	1.40000000000001	0.939393939393939	0.00179338842975207	5
15709	Sucrose	SUC0035	018564	C57BL/6NJ	F	2023-03-14T00:00:00Z	11/23/2022 0:00:00	Marina	15.85	24.9	85	77.8	63.9	76.4	2							Day 11- Day13	Sucrose Drinking	8	percent	""	""											218132.53	018564_3/14/2023	018564_3/14/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	21.1	1.39999999999999	0.937777777777778	0.00338955823293173	6
15725	Sucrose	SUC0035	018564	C57BL/6NJ	F	2023-03-16T00:00:00Z	11/23/2022 0:00:00	Marina	16.14	25.4	86.8	76.4	72.2	75.2	2							Day 13- Day 14	Sucrose Drinking	16	percent	""	""											246730.71	018564_3/16/2023	018564_3/16/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	14.6	1.2	0.924050632911392	0.00459842519685039	7
15627	Sucrose	SUC0035	018565	C57BL/6NJ	F	2023-03-03T00:00:00Z	11/23/2022 0:00:00	Marina	14.28	22	81.9	88.3	70.5	87.6	2							Day 1- Day 3	Sucrose Drinking	4	percent	""	""											262452.28	018565_3/3/2023	018565_3/3/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	11.4	0.700000000000003	0.942148760330578	0.00103636363636364	1
15643	Sucrose	SUC0035	018565	C57BL/6NJ	F	2023-03-06T00:00:00Z	11/23/2022 0:00:00	Marina	14.71	22.5	82.7	87.6	76.4	86.6	2							Day 3- Day 5	Sucrose Drinking	0.5	percent	""	""											280812.43	018565_3/6/2023	018565_3/6/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	6.3	1	0.863013698630137	7e-05	2
15659	Sucrose	SUC0035	018565	C57BL/6NJ	F	2023-03-08T00:00:00Z	11/23/2022 0:00:00	Marina	15	22.6	83.7	86.6	77.1	85.7	2							Day 5- Day 7	Sucrose Drinking	1	percent	""	""											285542.89	018565_3/8/2023	018565_3/8/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	6.60000000000001	0.899999999999992	0.880000000000001	0.000146017699115044	3
15675	Sucrose	SUC0035	018565	C57BL/6NJ	F	2023-03-10T00:00:00Z	11/23/2022 0:00:00	Marina	15.28	22.4	87.4	85.7	79.9	84.7	2							Day 7- Day 9	Sucrose Drinking	2	percent	""	""											311752.69	018565_3/10/2023	018565_3/10/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	7.5	1	0.882352941176471	0.000334821428571429	4
15691	Sucrose	SUC0035	018565	C57BL/6NJ	F	2023-03-12T00:00:00Z	11/23/2022 0:00:00	Marina	15.57	23.1	85.7	84.7	72.2	83.6	2							Day 9- Day 11	Sucrose Drinking	4	percent	""	""											267858.85	018565_3/12/2023	018565_3/12/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	13.5	1.10000000000001	0.924657534246575	0.00116883116883117	5
15707	Sucrose	SUC0035	018565	C57BL/6NJ	F	2023-03-14T00:00:00Z	11/23/2022 0:00:00	Marina	15.85	23.6	85.1	83.6	73.5	82.4	2							Day 11- Day13	Sucrose Drinking	8	percent	""	""											265036.01	018565_3/14/2023	018565_3/14/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	11.6	1.19999999999999	0.906250000000001	0.00196610169491525	6
15723	Sucrose	SUC0035	018565	C57BL/6NJ	F	2023-03-16T00:00:00Z	11/23/2022 0:00:00	Marina	16.14	24.6	86	82.4	73.3	81.6	2							Day 13- Day 14	Sucrose Drinking	16	percent	""	""											256252.04	018565_3/16/2023	018565_3/16/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	12.7	0.800000000000011	0.94074074074074	0.00413008130081301	7
15625	Sucrose	SUC0035	018566	C57BL/6NJ	F	2023-03-03T00:00:00Z	11/23/2022 0:00:00	Marina	14.28	21.8	86.8	85.6	77.7	84.2	2							Day 1- Day 3	Sucrose Drinking	4	percent	""	""											309374.31	018566_3/3/2023	018566_3/3/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	9.09999999999999	1.39999999999999	0.866666666666667	0.0008348623853211	1
15641	Sucrose	SUC0035	018566	C57BL/6NJ	F	2023-03-06T00:00:00Z	11/23/2022 0:00:00	Marina	14.71	21.6	84.8	84.2	78	82.8	2							Day 3- Day 5	Sucrose Drinking	0.5	percent	""	""											306222.23	018566_3/6/2023	018566_3/6/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	6.8	1.40000000000001	0.829268292682926	7.87037037037037e-05	2
15657	Sucrose	SUC0035	018566	C57BL/6NJ	F	2023-03-08T00:00:00Z	11/23/2022 0:00:00	Marina	15	21.3	82.6	82.8	75.2	80.9	2							Day 5- Day 7	Sucrose Drinking	1	percent	""	""											291620.64	018566_3/8/2023	018566_3/8/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	7.39999999999999	1.89999999999999	0.795698924731183	0.000173708920187793	3
15673	Sucrose	SUC0035	018566	C57BL/6NJ	F	2023-03-10T00:00:00Z	11/23/2022 0:00:00	Marina	15.28	22.1	86.1	80.9	77.6	78.8	2							Day 7- Day 9	Sucrose Drinking	2	percent	""	""											302323.97	018566_3/10/2023	018566_3/10/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	8.5	2.10000000000001	0.80188679245283	0.000384615384615385	4
15689	Sucrose	SUC0035	018566	C57BL/6NJ	F	2023-03-12T00:00:00Z	11/23/2022 0:00:00	Marina	15.57	22.3	86.7	78.8	73.8	76.7	2							Day 9- Day 11	Sucrose Drinking	4	percent	""	""											286926.46	018566_3/12/2023	018566_3/12/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	12.9	2.09999999999999	0.860000000000001	0.00115695067264574	5
15705	Sucrose	SUC0035	018566	C57BL/6NJ	F	2023-03-14T00:00:00Z	11/23/2022 0:00:00	Marina	15.85	22.6	87.4	76.4	73.7	75.4	2							Day 11- Day13	Sucrose Drinking	8	percent	""	""											285016.8	018566_3/14/2023	018566_3/14/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	13.7	1	0.931972789115646	0.00242477876106195	6
15721	Sucrose	SUC0035	018566	C57BL/6NJ	F	2023-03-16T00:00:00Z	11/23/2022 0:00:00	Marina	16.14	22.3	87.6	75.4	74.3	74.3	2							Day 13- Day 14	Sucrose Drinking	16	percent	""	""											291869.07	018566_3/16/2023	018566_3/16/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	13.3	1.10000000000001	0.923611111111111	0.00477130044843049	7
15639	Sucrose	SUC0035	018567	C57BL/6NJ	F	2023-03-03T00:00:00Z	11/23/2022 0:00:00	Marina	14.28	22	83.6	82.6	71.2	81.5	2							Day 1- Day 3	Sucrose Drinking	4	percent	""	""											270559.99	018567_3/3/2023	018567_3/3/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	12.4	1.09999999999999	0.918518518518519	0.00112727272727273	1
15655	Sucrose	SUC0035	018567	C57BL/6NJ	F	2023-03-06T00:00:00Z	11/23/2022 0:00:00	Marina	14.71	22.6	82.1	81.5	75.1	80.4	2							Day 3- Day 5	Sucrose Drinking	0.5	percent	""	""											272819.02	018567_3/6/2023	018567_3/6/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	7	1.09999999999999	0.864197530864198	7.74336283185841e-05	2
15671	Sucrose	SUC0035	018567	C57BL/6NJ	F	2023-03-08T00:00:00Z	11/23/2022 0:00:00	Marina	15	22.1	80.2	80.4	70.9	79.1	2							Day 5- Day 7	Sucrose Drinking	1	percent	""	""											257293.19	018567_3/8/2023	018567_3/8/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	9.3	1.30000000000001	0.877358490566037	0.000210407239819004	3
15687	Sucrose	SUC0035	018567	C57BL/6NJ	F	2023-03-10T00:00:00Z	11/23/2022 0:00:00	Marina	15.28	22.7	84.7	79.1	74.8	78	2							Day 7- Day 9	Sucrose Drinking	2	percent	""	""											279099.55	018567_3/10/2023	018567_3/10/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	9.90000000000001	1.09999999999999	0.900000000000001	0.000436123348017621	4
15703	Sucrose	SUC0035	018567	C57BL/6NJ	F	2023-03-12T00:00:00Z	11/23/2022 0:00:00	Marina	15.57	22.7	87.1	78	68.5	74.5	2							Day 9- Day 11	Sucrose Drinking	4	percent	""	""											262834.79	018567_3/12/2023	018567_3/12/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	18.6	3.5	0.841628959276018	0.00163876651982379	5
15719	Sucrose	SUC0035	018567	C57BL/6NJ	F	2023-03-14T00:00:00Z	11/23/2022 0:00:00	Marina	15.85	23.8	84.5	74.5	67	72.2	2							Day 11- Day13	Sucrose Drinking	8	percent	""	""											237878.15	018567_3/14/2023	018567_3/14/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	17.5	2.3	0.883838383838384	0.00294117647058824	6
15735	Sucrose	SUC0035	018567	C57BL/6NJ	F	2023-03-16T00:00:00Z	11/23/2022 0:00:00	Marina	16.14	24.5	84.4	72.2	72.3	71.2	2							Day 13- Day 14	Sucrose Drinking	16	percent	""	""											249066.14	018567_3/16/2023	018567_3/16/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	12.1	1	0.923664122137405	0.00395102040816327	7
15635	Sucrose	SUC0035	018568	C57BL/6NJ	F	2023-03-03T00:00:00Z	11/23/2022 0:00:00	Marina	14.28	21.5	82.9	88.4	69.4	87.7	2							Day 1- Day 3	Sucrose Drinking	4	percent	""	""											267593.5	018568_3/3/2023	018568_3/3/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	13.5	0.700000000000003	0.950704225352112	0.00125581395348837	1
15651	Sucrose	SUC0035	018568	C57BL/6NJ	F	2023-03-06T00:00:00Z	11/23/2022 0:00:00	Marina	14.71	21.9	83	87.7	75.6	87.3	2							Day 3- Day 5	Sucrose Drinking	0.5	percent	""	""											286520.54	018568_3/6/2023	018568_3/6/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	7.40000000000001	0.400000000000006	0.948717948717948	8.44748858447489e-05	2
15667	Sucrose	SUC0035	018568	C57BL/6NJ	F	2023-03-08T00:00:00Z	11/23/2022 0:00:00	Marina	15	22.1	85.3	87.3	77.2	86.6	2							Day 5- Day 7	Sucrose Drinking	1	percent	""	""											297971.04	018568_3/8/2023	018568_3/8/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	8.09999999999999	0.700000000000003	0.920454545454545	0.000183257918552036	3
15683	Sucrose	SUC0035	018568	C57BL/6NJ	F	2023-03-10T00:00:00Z	11/23/2022 0:00:00	Marina	15.28	21.9	85.5	86.6	77.5	85.7	2							Day 7- Day 9	Sucrose Drinking	2	percent	""	""											302568.49	018568_3/10/2023	018568_3/10/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	8	0.899999999999992	0.898876404494383	0.000365296803652968	4
15699	Sucrose	SUC0035	018568	C57BL/6NJ	F	2023-03-12T00:00:00Z	11/23/2022 0:00:00	Marina	15.57	22.7	84.4	85.7	69	84.9	2							Day 9- Day 11	Sucrose Drinking	4	percent	""	""											256546.25	018568_3/12/2023	018568_3/12/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	15.4	0.799999999999997	0.950617283950617	0.0013568281938326	5
15715	Sucrose	SUC0035	018568	C57BL/6NJ	F	2023-03-14T00:00:00Z	11/23/2022 0:00:00	Marina	15.85	22.6	84.2	84.9	68.4	83.8	2							Day 11- Day13	Sucrose Drinking	8	percent	""	""											254835.38	018568_3/14/2023	018568_3/14/2023	yes	""	MP13	B6NJ	B6NJ	SPT3: 3 day water-4% sucrose, 2 days with water and increasing concentration of sucrose (0.5, 1, 2, 4, 8, 16)	OM: 3 day water-20mg-L, 5 days with water and increasing concentration of meth (10,20,40,80 mg-L)	15.8	1.10000000000001	0.93491124260355	0.00279646017699115	6
